# Vertex List
# V,vertexid,longitude,latitude,x*,y*
V,2735,-76.9778955843,38.8707504234,,
V,2737,-77.0826577817,38.912684454,,
V,2760,-77.0843298622,38.9124159866,,
V,2765,-77.080312002,38.9247085206,,
V,2766,-77.0810269589,38.9528111904,,
V,2773,-77.0812272706,38.95332245,,
V,2779,-76.976081167,38.8863633866,,
V,2780,-77.017057058,38.9184443614,,
V,2785,-77.017718654,38.9183827349,,
V,2786,-77.0214191891,38.9723556101,,
V,2795,-76.982154933,38.8789615638,,
V,2797,-76.9816204392,38.87874235,,
V,2798,-77.0325186447,38.9275461554,,
V,2802,-77.0332157366,38.927492383,,
V,2803,-77.0227013764,38.9462412333,,
V,2805,-77.022242062,38.9468562489,,
V,2806,-77.0242998434,38.9363362952,,
V,2813,-77.024501438,38.9376176837,,
V,2814,-77.0586175686,38.9636196549,,
V,2832,-77.0587482111,38.9649120034,,
V,2833,-76.9746597444,38.9223717501,,
V,2837,-77.0992062202,38.9430161896,,
V,2882,-77.1024604758,38.9429860873,,
V,2888,-77.0651729137,38.9507318424,,
V,2889,-76.9957452346,38.8886850982,,
V,2892,-76.9949661827,38.888683966,,
V,2893,-77.0755486363,38.9576952975,,
V,2904,-77.0771424309,38.9576954279,,
V,2905,-77.0675810321,38.9245815422,,
V,2917,-77.0675113819,38.9250328375,,
V,2918,-77.0094185391,38.8399619474,,
V,2926,-77.0117916701,38.8405035,,
V,2927,-77.0270380407,38.9122161935,,
V,2930,-77.0270371095,38.9126148949,,
V,2931,-76.9843172257,38.8961161453,,
V,2932,-76.9840290376,38.8961175088,,
V,2933,-76.9451400909,38.9037082304,,
V,2935,-76.944861853,38.9037144808,,
V,2936,-76.9835661885,38.9127956561,,
V,2938,-76.9836562551,38.9129521712,,
V,2939,-76.9343094702,38.8938569733,,
V,2943,-76.933479245,38.8937571299,,
V,2944,-77.0367822749,38.9305801494,,
V,2949,-77.0383102664,38.9311603341,,
V,2950,-77.0330688981,38.9259632707,,
V,2955,-77.0348725847,38.9258559134,,
V,2956,-77.0255545442,38.96793903,,
V,2959,-77.0255629145,38.9676294429,,
V,2960,-76.9935430227,38.8428144721,,
V,2963,-76.9931133998,38.842883396,,
V,2964,-77.0219456157,38.9613192006,,
V,2966,-77.0219457233,38.961668405,,
V,2967,-77.0441415641,38.9201657464,,
V,2974,-77.0418595257,38.9201277287,,
V,2975,-76.9793716737,38.8632556376,,
V,2983,-77.0641685072,38.9506793393,,
V,2985,-77.0528867221,38.8995853841,,
V,3000,-77.0533114646,38.8994129939,,
V,3001,-77.0711694825,38.9206135105,,
V,3004,-77.0716632279,38.9204877982,,
V,3005,-77.0343088328,38.9346214482,,
V,3008,-77.0341212037,38.9348287983,,
V,3009,-76.990246111,38.8931959741,,
V,3011,-76.9902436216,38.8935821509,,
V,3012,-77.0396941971,38.9031938765,,
V,3020,-77.0400137095,38.9037486518,,
V,3021,-76.9342061191,38.8769002277,,
V,3027,-76.934060595,38.8764936866,,
V,3028,-77.0280873527,38.9064583998,,
V,3031,-77.0280905503,38.9072477455,,
V,3032,-76.9485852015,38.8638549125,,
V,3042,-76.9943544097,38.8516664341,,
V,3043,-76.9944958944,38.8516671447,,
V,3044,-76.9501647101,38.8759501746,,
V,3133,-76.9539199053,38.8771843048,,
V,3134,-76.9812769835,38.8927873079,,
V,3143,-76.9812371256,38.892015847,,
V,3144,-77.0170791364,38.9135119843,,
V,3155,-77.0166096731,38.9136837735,,
V,3156,-76.9778971498,38.8703465369,,
V,3157,-77.0722054824,38.9640066179,,
V,3158,-77.0722070175,38.9644533953,,
V,3159,-77.0239180242,38.9338063022,,
V,3161,-77.0239325212,38.9339026639,,
V,3162,-77.0557005034,38.9497166421,,
V,3185,-77.0572239518,38.9496828459,,
V,3186,-77.0771436716,38.957029536,,
V,3189,-76.9980230302,38.8242340741,,
V,3192,-76.9980932422,38.8239407633,,
V,3193,-77.0074589624,38.8251612336,,
V,3196,-77.0078016825,38.825166297,,
V,3197,-77.0385114153,38.9026373629,,
V,3200,-77.0385111212,38.9037501641,,
V,3201,-76.9777929456,38.8881357013,,
V,3202,-76.9777937106,38.8879925526,,
V,3203,-77.0125919274,38.913003583,,
V,3206,-77.0125400009,38.9126107794,,
V,3207,-77.0332573493,38.9444386823,,
V,3210,-77.0332525968,38.9450710164,,
V,3211,-76.9613413452,38.8770816309,,
V,3214,-76.9613060723,38.87679335,,
V,3215,-77.0288325466,38.9181194094,,
V,3217,-77.0291374626,38.918120957,,
V,3218,-77.0658545091,38.9697700697,,
V,3223,-77.0663803941,38.9697720132,,
V,3224,-77.0504127817,38.9119129645,,
V,3236,-77.0502953505,38.912030829,,
V,3241,-77.0269524224,38.884774109,,
V,3242,-77.0334238872,38.9625139095,,
V,3245,-77.0334233507,38.9627323418,,
V,3246,-77.0250959375,38.9758136064,,
V,3248,-77.0256096469,38.9758140192,,
V,3249,-77.0628137767,38.9051844148,,
V,3252,-77.0628206203,38.9054769636,,
V,3253,-76.9959364472,38.8567274141,,
V,3256,-76.9962805892,38.8567692044,,
V,3257,-76.9932960737,38.8438545961,,
V,3260,-76.9932131701,38.8434116927,,
V,3261,-76.9845722595,38.8989144926,,
V,3266,-76.9883105843,38.9002089775,,
V,3268,-76.9883111571,38.900543441,,
V,3269,-77.0129599053,38.8729700191,,
V,3283,-77.013370502,38.8729843863,,
V,3284,-77.0146656932,38.9100531092,,
V,3289,-77.0136571932,38.9100478833,,
V,3290,-77.0259714079,38.9308392798,,
V,3293,-77.0265240512,38.9307907962,,
V,3294,-76.982955573,38.8823750033,,
V,3299,-76.9836560204,38.8825503453,,
V,3300,-77.0151852159,38.9092334895,,
V,3303,-77.0155579896,38.909210995,,
V,3304,-76.9765356649,38.8451374854,,
V,3311,-76.9762642445,38.8438262512,,
V,3312,-77.0345325832,38.9181205264,,
V,3318,-77.0346115207,38.9191371157,,
V,3319,-76.9392011358,38.8934407098,,
V,3328,-76.9391994989,38.8941441728,,
V,3329,-76.992256365,38.9502739705,,
V,3336,-76.9922600991,38.9524070444,,
V,3337,-77.006381326,38.9194369937,,
V,3355,-77.0046315322,38.9188390503,,
V,3364,-77.00539096,38.9186076028,,
V,3365,-76.9890963877,38.9509641865,,
V,3367,-76.9890948933,38.9513065109,,
V,3368,-76.9348804095,38.8902935572,,
V,3372,-76.934881998,38.8907340621,,
V,3373,-77.0091815386,38.9155717667,,
V,3375,-77.0096498711,38.9155693198,,
V,3376,-76.9844382745,38.9328745439,,
V,3383,-76.9827218363,38.9329618635,,
V,3384,-77.0345628461,38.908709866,,
V,3389,-77.0355040321,38.9087081807,,
V,3390,-77.0265955115,38.903798864,,
V,3393,-77.0270521574,38.9039563181,,
V,3394,-77.0679026669,38.9127152203,,
V,3398,-77.0685514175,38.9126988877,,
V,3399,-76.9890295324,38.833169976,,
V,3404,-76.988431497,38.8327783204,,
V,3405,-77.0787449171,38.9496891577,,
V,3411,-77.0797151272,38.9496864012,,
V,3416,-76.9984460112,38.9037349723,,
V,3417,-77.0327279919,38.9450694906,,
V,3419,-76.976225243,38.9301627421,,
V,3422,-76.9762267122,38.930657597,,
V,3423,-76.9780993215,38.9212991034,,
V,3433,-76.9762240445,38.9213068445,,
V,3434,-77.0201140869,38.8458403182,,
V,3447,-77.0205170831,38.8459999678,,
V,3448,-76.9856326862,38.951186839,,
V,3467,-76.9845369117,38.9508370881,,
V,3468,-77.0169863232,38.9394908818,,
V,3473,-77.0172877801,38.9399750931,,
V,3479,-76.9425193999,38.9072227776,,
V,3480,-77.0449119507,38.8973614922,,
V,3486,-77.046666333,38.8973612267,,
V,3487,-77.0086517564,38.9121982122,,
V,3489,-77.0077963175,38.9122052151,,
V,3490,-77.0338506317,38.9412573191,,
V,3501,-77.0335888663,38.9418776611,,
V,3502,-77.0020360507,38.922914258,,
V,3506,-77.0015774697,38.9228866715,,
V,3507,-77.0237438092,38.9690463729,,
V,3514,-77.0237457716,38.9695247946,,
V,3515,-77.0307833167,38.9150976006,,
V,3520,-77.0312856266,38.915114217,,
V,3521,-76.9782040349,38.9080984356,,
V,3522,-76.9787371357,38.9083124888,,
V,3532,-77.0304043781,38.9137147793,,
V,3533,-76.9334242107,38.8909691473,,
V,3536,-76.9329143753,38.8909620374,,
V,3537,-77.0147560154,38.9464245564,,
V,3540,-77.0150542382,38.9472322983,,
V,3541,-77.010541993,38.9483361637,,
V,3542,-77.0105684516,38.9485064521,,
V,3543,-76.9620713929,38.9258305108,,
V,3548,-76.9620642995,38.9251291946,,
V,3549,-77.0586987935,38.9084991479,,
V,3556,-77.0589089839,38.9088949776,,
V,3557,-77.0073489547,38.8602255186,,
V,3569,-77.0058471603,38.8612396053,,
V,3575,-77.0063786734,38.8612362397,,
V,3586,-77.021149105,38.8773138445,,
V,3589,-77.0214872663,38.8770408283,,
V,3590,-76.9708001223,38.9193710768,,
V,3597,-76.970257334,38.9200400544,,
V,3598,-77.0135197612,38.8871455675,,
V,3599,-77.0135590262,38.8871823205,,
V,3601,-77.0138090012,38.8875698987,,
V,3602,-76.9961780121,38.9284199172,,
V,3605,-76.9961777088,38.9289154352,,
V,3606,-77.0002773323,38.9553016182,,
V,3624,-76.9995135702,38.9558216653,,
V,3632,-77.0259088533,38.9838449852,,
V,3633,-76.9369620042,38.9060783461,,
V,3637,-76.9365136355,38.9060771124,,
V,3638,-76.920102588,38.8872994569,,
V,3640,-76.9198879136,38.8864550451,,
V,3641,-77.0315255289,38.9089931131,,
V,3644,-77.031951567,38.9088455544,,
V,3645,-76.9811206488,38.8861004836,,
V,3648,-76.9807678169,38.885957186,,
V,3649,-76.9836550994,38.8871312264,,
V,3656,-76.9836551092,38.886688992,,
V,3657,-76.9391929878,38.900836755,,
V,3659,-76.9391929072,38.9009313258,,
V,3660,-77.0843371668,38.9447911156,,
V,3668,-77.0862097482,38.9447944649,,
V,3669,-77.0106518888,38.8720415761,,
V,3672,-77.0106529738,38.8716435875,,
V,3673,-77.0284741829,38.9665412548,,
V,3683,-77.0278285228,38.9673506632,,
V,3684,-77.0797616873,38.9219255958,,
V,3715,-77.0807960449,38.9216868852,,
V,3716,-77.0408712261,38.9202040616,,
V,3744,-77.0413581228,38.9225915268,,
V,3745,-77.0779304108,38.9447911787,,
V,3750,-77.0787583061,38.9447881015,,
V,3751,-76.983749005,38.9396636906,,
V,3760,-76.9858828869,38.9396626615,,
V,3761,-76.9675103941,38.8592694193,,
V,3762,-76.9677033309,38.8594409189,,
V,3763,-77.0103428823,38.9398762187,,
V,3772,-77.010316108,38.939216998,,
V,3775,-77.0100766249,38.939419897,,
V,3776,-76.9335418847,38.8934195999,,
V,3785,-77.0900388021,38.9521192965,,
V,3788,-77.0906100236,38.9521179335,,
V,3789,-77.0257868947,38.9429321201,,
V,3804,-77.0266048058,38.9432543998,,
V,3805,-77.0339576767,38.9610562993,,
V,3832,-77.0354912004,38.961516887,,
V,3837,-77.0355516647,38.9615257862,,
V,3838,-76.980097063,38.8551704029,,
V,3840,-76.9796908369,38.8551709652,,
V,3841,-77.0357689752,38.9873677285,,
V,3853,-77.0363356718,38.9873870493,,
V,3854,-76.9496711089,38.8864293347,,
V,3861,-76.9489244416,38.8869029112,,
V,3862,-76.9901975624,38.9231312295,,
V,3870,-76.9902776971,38.9235227441,,
V,3871,-77.0731919302,38.9275367648,,
V,3886,-77.0731642091,38.9286190413,,
V,3887,-76.9904429402,38.8346406668,,
V,3889,-76.9901878793,38.8347435577,,
V,3890,-76.9862848741,38.9502754652,,
V,3898,-76.9862147121,38.9514479419,,
V,3899,-77.0000656807,38.8916554421,,
V,3902,-77.0000404156,38.8909449967,,
V,3903,-77.0296222147,38.9106540287,,
V,3908,-77.0303111948,38.910655205,,
V,3909,-76.9815875929,38.8672735972,,
V,3928,-76.98077957,38.8677515699,,
V,3929,-77.0245044776,38.9096535427,,
V,3933,-77.0245018082,38.9092878624,,
V,3934,-76.9789926015,38.9040720055,,
V,3947,-76.9762226626,38.9040717567,,
V,3948,-77.0137690578,38.8363058701,,
V,3949,-77.0144537664,38.8364613966,,
V,3950,-77.020930211,38.844956086,,
V,3980,-77.0210091818,38.8443891703,,
V,3981,-76.9732624729,38.9118120514,,
V,4018,-77.1101605008,38.931925696,,
V,4025,-77.1114326044,38.9311596127,,
V,4026,-77.0148205975,38.9411134074,,
V,4027,-77.0148488229,38.9416517308,,
V,4028,-76.943407369,38.9046545425,,
V,4034,-76.9434077483,38.9056296969,,
V,4040,-77.0466530264,38.9007003789,,
V,4041,-76.9781725246,38.9099567327,,
V,4042,-76.9784328297,38.9101489042,,
V,4043,-77.0891144522,38.9210498943,,
V,4044,-77.0894838054,38.9209415594,,
V,4045,-77.0672628799,38.9538666698,,
V,4049,-77.0671877134,38.9540573106,,
V,4050,-76.9891993473,38.8638358213,,
V,4059,-76.9895447144,38.8634986705,,
V,4060,-76.9732608417,38.8555000449,,
V,4062,-76.9727600935,38.8554901634,,
V,4063,-76.9822125252,38.8944199403,,
V,4067,-76.9815020575,38.8944208147,,
V,4068,-77.0266817725,38.9664613583,,
V,4071,-77.0266809319,38.9661403456,,
V,4072,-77.033990034,38.9523929232,,
V,4076,-77.0345737574,38.9523951978,,
V,4077,-77.0803029634,38.9575389207,,
V,4081,-77.0815342171,38.9575407428,,
V,4082,-76.9260518323,38.8903254006,,
V,4088,-76.9229281011,38.8903200032,,
V,4089,-77.0291394369,38.9529109727,,
V,4093,-77.0291339101,38.9535036592,,
V,4094,-76.9888904623,38.8668402591,,
V,4097,-76.989009649,38.8665771346,,
V,4098,-76.9924419661,38.9294961392,,
V,4101,-76.9913271272,38.9295552075,,
V,4102,-77.0702349817,38.9649087307,,
V,4112,-77.0703284912,38.9653675565,,
V,4113,-77.0608776741,38.9670690205,,
V,4122,-77.0581264682,38.9685438093,,
V,4123,-77.0224166169,38.9585250584,,
V,4127,-76.9822271574,38.8672741811,,
V,4135,-76.9631091086,38.8613404566,,
V,4141,-76.9622829446,38.8616343176,,
V,4142,-77.0454087829,38.9332174512,,
V,4148,-77.0465271234,38.9327574075,,
V,4149,-77.0141550556,38.9550174289,,
V,4152,-77.0141843627,38.9555535006,,
V,4153,-76.9937597475,38.9002098459,,
V,4157,-76.9937588094,38.900589064,,
V,4158,-77.0199005063,38.9041707432,,
V,4161,-77.0205665591,38.9041724199,,
V,4163,-77.0334220687,38.9629557047,,
V,4164,-76.9949661773,38.9263510216,,
V,4167,-76.9949634807,38.9269761086,,
V,4168,-77.0985251046,38.9462969546,,
V,4183,-77.0984438179,38.9470776812,,
V,4184,-77.0128976066,38.8349694888,,
V,4189,-77.0137675225,38.8354897181,,
V,4190,-76.9612317726,38.8920063266,,
V,4193,-76.9607088696,38.8920051182,,
V,4194,-76.9613643067,38.9186606438,,
V,4219,-76.9563518831,38.9187195052,,
V,4220,-77.0029483467,38.9650929798,,
V,4221,-77.0024730011,38.9656987989,,
V,4222,-77.0230971802,38.928130692,,
V,4229,-77.0232311437,38.9290485224,,
V,4230,-76.9845996672,38.9145368659,,
V,4231,-76.9846846152,38.9146861452,,
V,4232,-76.9911136825,38.9482669007,,
V,4243,-76.9905592619,38.9482703705,,
V,4244,-77.0891791101,38.9435911895,,
V,4248,-77.0900777764,38.9435897966,,
V,4249,-77.0802873857,38.9623983263,,
V,4252,-77.0802869171,38.9628587381,,
V,4253,-77.0943446414,38.9447811559,,
V,4260,-77.0943450746,38.9455442472,,
V,4261,-77.0037204796,38.9664137848,,
V,4278,-77.003319269,38.9663765928,,
V,4279,-77.0217186331,38.9547912025,,
V,4290,-77.0203370819,38.9548336772,,
V,4291,-77.0570362922,38.9055959972,,
V,4296,-77.0573354421,38.9056255885,,
V,4297,-76.9921056878,38.8882609888,,
V,4300,-76.9915301818,38.8882622153,,
V,4301,-77.0269127636,38.8831140967,,
V,4302,-77.0269149614,38.8829749273,,
V,4311,-77.0269293163,38.8827534584,,
V,4314,-77.0269346332,38.8827134886,,
V,4318,-77.0269511257,38.8826249509,,
V,4322,-77.0269908359,38.8824979184,,
V,4328,-77.027066708,38.8823417157,,
V,4334,-77.0271583079,38.8821906952,,
V,4352,-77.0275323741,38.8818503343,,
V,4362,-77.0277941642,38.8816956388,,
V,4418,-77.0492913834,38.9171082913,,
V,4425,-77.0506220231,38.9167121563,,
V,4426,-76.9925049812,38.8299202852,,
V,4442,-76.9903990303,38.8297168544,,
V,4443,-76.9979042315,38.9586646437,,
V,4448,-76.9983892112,38.9582627777,,
V,4449,-77.0809139902,38.961593766,,
V,4477,-77.0820239252,38.9615829991,,
V,4478,-77.1120265368,38.9373839713,,
V,4484,-77.1119456481,38.9388280759,,
V,4485,-76.9773114854,38.9172514332,,
V,4495,-76.9744486811,38.9173028469,,
V,4496,-77.0237625687,38.9355478416,,
V,4506,-77.0216115972,38.9359071836,,
V,4507,-77.0911548522,38.9455412372,,
V,4509,-77.091153869,38.9459000111,,
V,4510,-77.0229996792,38.9315530925,,
V,4517,-77.0230579031,38.9321040927,,
V,4518,-76.9354124203,38.8947191547,,
V,4523,-76.9353835424,38.8943449388,,
V,4524,-76.9609663801,38.8628886098,,
V,4527,-76.9604919629,38.8628870669,,
V,4528,-77.0422686259,38.9121848797,,
V,4539,-77.0428760206,38.9126151265,,
V,4540,-76.9989706195,38.8924038364,,
V,4542,-76.9700145244,38.8707502811,,
V,4547,-76.9689708439,38.8707497383,,
V,4548,-77.0323935255,38.9497433087,,
V,4550,-77.032862546,38.9497453505,,
V,4551,-77.0345189686,38.9443811691,,
V,4554,-77.0345176068,38.9450692461,,
V,4555,-77.0164024567,38.9527200264,,
V,4558,-77.0164296191,38.9532452105,,
V,4559,-76.9772813383,38.9442439138,,
V,4562,-76.9772767266,38.9449893024,,
V,4563,-77.009183297,38.9167690693,,
V,4574,-77.0121577583,38.9157332069,,
V,4575,-77.0771451642,38.9649108617,,
V,4577,-77.0777691346,38.9649116442,,
V,4578,-77.0121644099,38.901326956,,
V,4587,-77.0121733759,38.9025241657,,
V,4588,-77.0983089146,38.9314830762,,
V,4603,-77.0993721222,38.9315324435,,
V,4604,-77.0377374791,38.9350485674,,
V,4608,-77.0382445712,38.9352461066,,
V,4609,-76.9807884485,38.9345458016,,
V,4612,-76.9802294141,38.9345692144,,
V,4613,-77.0378367161,38.9047083447,,
V,4615,-77.0385069871,38.9047640563,,
V,4616,-76.9690032259,38.9273107239,,
V,4626,-76.9683160902,38.9272808404,,
V,4627,-77.0027462868,38.8989230851,,
V,4628,-77.00274635,38.8998907464,,
V,4629,-76.9947102107,38.8440716416,,
V,4636,-76.995303188,38.8439685524,,
V,4637,-77.0043624492,38.836546093,,
V,4682,-77.0038439537,38.8379912427,,
V,4683,-76.9479987829,38.8681087361,,
V,4687,-76.9476058358,38.8685360631,,
V,4688,-77.0477248618,38.9072513729,,
V,4690,-77.0482692471,38.9072516774,,
V,4691,-76.9949800538,38.932372358,,
V,4701,-76.9936931502,38.9324122024,,
V,4702,-77.0159103404,38.9085815626,,
V,4708,-77.0161563743,38.9092546662,,
V,4709,-77.0703127117,38.9183507485,,
V,4736,-77.0703939779,38.9176267989,,
V,4741,-77.0700215111,38.9177997496,,
V,4752,-77.0020334238,38.9166316909,,
V,4762,-77.001032497,38.916633209,,
V,4763,-77.0133120382,38.9485446789,,
V,4764,-77.0128945193,38.9491154232,,
V,4765,-77.0089195738,38.9064582271,,
V,4772,-77.008919838,38.9072739827,,
V,4773,-76.9662805392,38.8707509985,,
V,4778,-76.966275598,38.8700464816,,
V,4779,-77.0820523678,38.9462921115,,
V,4785,-77.0837838734,38.9462914238,,
V,4786,-76.9883115995,38.8961231443,,
V,4788,-76.9883113233,38.8964543481,,
V,4789,-76.9295738192,38.8837827984,,
V,4794,-76.9297005975,38.8844929559,,
V,4795,-76.9949775677,38.8759503392,,
V,4801,-76.9949751135,38.8747969932,,
V,4802,-77.0994728829,38.9358022966,,
V,4809,-77.0997669932,38.9357152959,,
V,4810,-76.9900750789,38.8414828026,,
V,4814,-76.989994257,38.841015149,,
V,4815,-76.9807556848,38.9266682601,,
V,4818,-76.980740724,38.9268695518,,
V,4819,-77.0157469618,38.8710274459,,
V,4823,-77.015747843,38.8702589572,,
V,4824,-76.9806254449,38.9357221294,,
V,4831,-76.9808310927,38.9383073649,,
V,4832,-77.0438605846,38.9111364341,,
V,4834,-77.0441589259,38.9111383683,,
V,4835,-76.9764242391,38.8694826601,,
V,4852,-76.9773645578,38.8697756683,,
V,4853,-76.955902297,38.8689095163,,
V,4875,-76.9552623903,38.8693064683,,
V,4876,-77.094345164,38.9431712837,,
V,4882,-77.0957301931,38.9431710579,,
V,4883,-76.9934603833,38.9391476731,,
V,4887,-76.9929986516,38.939004978,,
V,4888,-77.0270387581,38.906128932,,
V,4891,-77.0270383032,38.9072479668,,
V,4894,-77.0637642483,38.9598092611,,
V,4901,-76.9575206336,38.8880281077,,
V,4902,-77.0175598685,38.9591158679,,
V,4906,-77.0180357728,38.9591156547,,
V,4907,-77.0307913212,38.9002144439,,
V,4912,-77.0371930344,38.980948012,,
V,4914,-77.0378037474,38.9810114322,,
V,4915,-77.0358477157,38.9037472682,,
V,4919,-77.0358090565,38.9046998347,,
V,4920,-77.0035188153,38.882450934,,
V,4926,-77.0029805196,38.882740063,,
V,4927,-77.1085914343,38.9283874561,,
V,4929,-77.1088546966,38.928819699,,
V,4930,-76.991122921,38.9502739963,,
V,4936,-76.9911226545,38.9524144275,,
V,4937,-77.0270817963,38.930739777,,
V,4958,-77.0272719155,38.9312146435,,
V,4959,-77.0326820964,38.916294912,,
V,4961,-77.0326783548,38.9159932746,,
V,4962,-77.0238013912,38.9676253107,,
V,4964,-77.0238016413,38.9672944029,,
V,4965,-77.0292754467,38.9610357992,,
V,4973,-77.0296975702,38.9608134422,,
V,4974,-77.0083563561,38.9592242834,,
V,4978,-77.0083562989,38.9587365036,,
V,4979,-77.0302893724,38.9822890762,,
V,4981,-77.0302920598,38.9818217691,,
V,4982,-76.9577357626,38.8650572656,,
V,4984,-76.9573235049,38.865107074,,
V,4985,-76.9866010409,38.8941890442,,
V,4989,-76.9860996035,38.8947898438,,
V,4990,-77.0151833641,38.8840385433,,
V,4993,-77.0151910327,38.8832490496,,
V,4994,-76.9503010013,38.900500051,,
V,5009,-76.9500151651,38.8997490821,,
V,5010,-76.9259363634,38.8892130009,,
V,5013,-76.9257008766,38.8882837894,,
V,5014,-76.9342526008,38.8895172925,,
V,5019,-76.9331222356,38.8882212671,,
V,5020,-77.0198964892,38.9747991825,,
V,5023,-77.0198947415,38.975256207,,
V,5024,-76.9346980265,38.9024417419,,
V,5027,-76.9351939758,38.9024138663,,
V,5028,-77.0054105689,38.8826098388,,
V,5032,-77.00395765,38.8826106172,,
V,5033,-77.0233181259,38.9376517271,,
V,5038,-76.9325090027,38.8877165052,,
V,5044,-76.9326710063,38.8869731667,,
V,5045,-77.0989355597,38.92810506,,
V,5076,-77.1004524972,38.9283758172,,
V,5077,-76.9974388467,38.8257882817,,
V,5086,-76.9986005207,38.8261001134,,
V,5087,-76.931669658,38.9025901956,,
V,5091,-76.9322342316,38.9025606842,,
V,5092,-77.0708816426,38.9317611068,,
V,5097,-77.0708842704,38.9325481613,,
V,5098,-76.998452166,38.8801361854,,
V,5099,-76.9978616969,38.8801400683,,
V,5100,-76.9591569013,38.8941702577,,
V,5110,-76.9591318697,38.8944774856,,
V,5111,-76.9896579791,38.8629981504,,
V,5114,-76.996662463,38.9366912462,,
V,5122,-76.9978677786,38.9364265166,,
V,5123,-76.932226608,38.9033800181,,
V,5129,-76.9327172262,38.903370665,,
V,5133,-76.9800609606,38.9272078127,,
V,5134,-76.9785288211,38.9025175205,,
V,5137,-76.9780769575,38.902517789,,
